name,sex,weight
Alpaslan,M,0.0003999572401
Kabil,M,0.0001143031394
Sadri,M,0.0001409306894
Münir,M,0.0003549705139
Verda,F,0.0001077962326
Hazım,M,0.0002438189317
Gülfer,F,0.000373077003
Cabbar,M,0.0001947966574
Süruri,M,0.0001027883116
Sönmez,U,0.0002189184574
Ballı,F,0.0001175045833
Sarper,M,0.0001086084384
Yağız,M,0.0001258506686
Aysın,U,0.0002593442785
Hulkiye,F,0.000103828036
Ertuğ,M,0.0001192369311
Serhat,M,0.000798191407
Özlen,U,0.0001274696411
Birnaz,F,0.0001503182737
Ayşegül,F,0.001193850663
Binnaz,F,0.0005236536314
Sener,M,0.0005170670032
Emek,U,0.000118990997
Elif,F,0.002055215168
Bülbül,F,0.000163630338
Genco,M,0.0001048574513
Nezir,M,0.0004211258861
Taliye,F,0.0001949970655
Buğra,M,0.000287418874
Aişe,F,0.0002651897053
Nehir,F,0.0002092487653
Özlem,F,0.00180070391
Yeliz,F,0.0008527137832
Memik,M,0.0002069495164
Türkay,U,0.0002482245784
Azize,F,0.0008300362849
Oruç,U,0.0002472786572
Rabia,F,0.001122628407
Sefer,U,0.0006392909951
Cebbar,M,0.0001250723638
Hayrullah,M,0.0004323157609
Beyhan,U,0.0007507724216
Nuriye,F,0.001214247089
Süeda,F,0.0001286894741
Tolgay,M,0.0001135316809
Malike,F,0.0001780894171
Radife,F,0.0001563677778
Taha,M,0.0002735633102
Mehmed,M,0.0001655289406
Fikriye,F,0.0009788036789
Şeniz,U,0.0002229843069
Resmigül,F,0.0002074678924
Burcu,F,0.001032726127
Anıl,U,0.0004697066018
Özhan,M,0.0002678642011
Demir,M,0.0002884701412
Berna,U,0.0006045608442
Kadife,F,0.0002493236173
Ersin,M,0.0009498227897
Köksal,U,0.0004514525757
Hicran,F,0.0004636596579
Bertan,M,0.0001302731721
Mehtap,F,0.0008987318126
Hüsmen,M,0.0001503182737
Barbaros,M,0.0002689555986
Buket,F,0.0004982162347
Utku,U,0.0003112645872
Kerim,M,0.0007402547358
Peri,F,0.0002028029572
Erdoğan,M,0.00102813958
Engin,U,0.001198959902
Gülcemal,F,0.000202899232
Gazi,M,0.0005660736293
Gülcan,F,0.001080061855
Meserret,F,0.0001062451268
Şevkiye,F,0.0003198668984
Hayrünnisa,F,0.0002013533106
Gülbey,M,0.000103639771
İsmigül,F,0.0002859201164
Seval,F,0.0007290231008
Şirvan,F,0.0001762153197
Nüzhet,U,0.0001004824861
Onay,U,0.0001148145654
Doğan,M,0.0009372903273
Behram,M,0.0001251504121
Menşur,U,0.0002115691818
Kiraz,F,0.000501653866
Gülistan,F,0.0006125356767
Abdüllâtif,M,0.000251856469
Yıldırım,M,0.0004719878518
Zeycan,F,0.0003248047635
Türkân,F,0.001417169872
Afet,F,0.0002585523858
Bedri,M,0.0004334886953
Selime,F,0.0006775824954
Saadettin,M,0.0002984851576
Çerkez,M,0.0001325764405
Saltanat,F,0.0001518693201
Garibe,F,0.0001427891963
Sera,F,0.0001054147136
Yeter,U,0.001167275141
Sadettin,M,0.0006363976027
Burç,M,0.0001086983088
Feridun,M,0.0004139698028
Abdürrahim,M,0.0005076329421
Mükrime,F,0.0001328707282
Ünver,U,0.0001348403715
Akgün,U,0.0001391175521
Güldan,F,0.0001556166072
Selâhattin,M,0.001197884367
Nesip,M,0.0001722927068
Elânur,F,0.0001285376281
Tunçel,M,0.0001496672603
Sonay,U,0.0003757372153
Beşir,M,0.0004493496085
Serpin,F,0.0001016419377
İclâl,F,0.0002919693238
Muazzez,F,0.0006951103012
Güçlü,M,0.0001159991244
Ayetullah,M,0.0001263926303
Hazel,F,0.0002409586684
Ayda,F,0.0001795093491
Yahya,M,0.0007548323983
Cazibe,F,0.0001104803671
Meriç,U,0.0002483425652
Türkmen,U,0.0001900262314
Mübeccel,F,0.0002967462351
İffet,U,0.0002535181407
Birşen,F,0.0008916306374
Gökçe,U,0.0004399283271
Zekâi,M,0.0003549154925
Nebiye,F,0.0004290964158
Müge,F,0.0004589392216
Ülgen,U,0.0001146443436
Reşat,M,0.0005744129177
Müjde,F,0.0003149756321
Güngör,U,0.000580399542
Seyran,U,0.0004149593172
Yelda,F,0.0003125169141
Serhan,M,0.000368123501
Samih,M,0.0001104803671
Rakibe,F,0.0001874393121
Ayhan,U,0.001478971917
Gençay,U,0.0001989628413
Abdülvahit,M,0.0001495367175
İrem,F,0.0003880362411
Müjdat,M,0.0003306446858
Fadıl,M,0.0003234188914
Turan,M,0.0009952852453
Sinan,M,0.001267367286
Şahver,F,0.0001273930137
Nazlı,F,0.0009729601421
Hasip,M,0.0002558187155
Nazan,F,0.0007153123868
Gülsün,F,0.0005119045547
Fetih,M,0.0001226282308
Dürdane,F,0.0007352516159
Alım,M,0.0003922161955
Teoman,M,0.0002564667931
Emrah,M,0.001182162643
Hıdır,M,0.0005684663126
Erol,M,0.001364979458
Okşan,U,0.0001682206446
Suna,F,0.0009308402021
Necibe,F,0.0005250689141
Şen,U,0.0001434033463
Meftun,U,0.0001367816551
Burhan,M,0.0009974902745
Gülümser,F,0.0005441200141
Zekeriya,M,0.0007637446328
Sevgi,F,0.001497148801
Rezzan,F,0.0002141837945
Nazmiye,F,0.001153245702
Önder,U,0.0007719218263
Oya,F,0.0005968885239
Raşide,F,0.0001676391681
Malik,M,0.0002540183667
Berkay,M,0.0002263742452
Osman,M,0.002577633637
İmdat,M,0.0004300965359
Seniha,F,0.0003802579521
Gülsevil,F,0.000109503824
Döne,U,0.0008536865935
Hasibe,F,0.0008216650033
Niyazi,M,0.0009059282316
Yıldıray,M,0.0004256692557
Binnur,U,0.0003173537728
Hazime,F,0.0002088283521
Armağan,U,0.0003258253151
Vecdi,M,0.0001555538459
Sertaç,U,0.0003275291058
Yılmaz,M,0.001458675596
Devlet,U,0.0002253799489
Seda,U,0.0009324542983
Rana,F,0.0002481065355
Azmi,M,0.0003523197947
Melek,F,0.001534963186
Bahtiyar,U,0.0004382827319
Halis,M,0.0006731002198
Ünal,U,0.000785315712
Yenigül,F,0.0001489478592
Sebile,F,0.0003827917535
Feramuz,M,0.0001748244904
Kâtibe,F,0.0002905612651
Salime,F,0.0003185208573
Hazal,F,0.000450954821
Enise,F,0.0002986159861
Sezgin,U,0.0006706294789
Alpay,M,0.0002953278878
Hıfzullah,M,0.0001021211574
Güldane,F,0.0006730566972
Mebrure,F,0.0001655879211
Sahibe,F,0.0002247725716
Tekin,M,0.0005834535027
Yaşın,U,0.001164746049
Tümay,U,0.0001497976893
Şemi,U,0.0001102148953
Yalçın,M,0.0008672026205
Hürrem,U,0.0001748803359
Feyyaz,M,0.0002833471432
Asil,M,0.0001490789176
Gündoğan,M,0.0001002879409
Sabahattin,M,0.0005923396408
Aysu,U,0.0002243812466
Mürşit,M,0.0001458340846
Nafiz,M,0.0003486981619
Nur,U,0.0008671012743
Benal,F,0.0001090570501
Mihriban,F,0.0004398173322
Şaziye,F,0.0008126910572
Melis,F,0.0002877923438
Günaydın,U,0.0001479612209
Şahnur,F,0.0001050435339
Erkin,U,0.0002104585748
Anı,F,0.0001090570501
Samim,M,0.0001381313899
Settar,M,0.0001030729129
Behlül,M,0.0001493406894
Yıldız,U,0.001209299345
Tayfun,M,0.0006689967105
Alperen,M,0.000172179319
Gülçehre,F,0.000115069426
Zühtü,M,0.0002505737593
Rahim,M,0.0003862707112
Nursan,U,0.0001472997906
Asliye,F,0.0001242891854
Kerem,M,0.0006263447619
Eser,U,0.0003971888281
İsmet,U,0.001334507716
Sevgül,F,0.0004554364697
Aşir,M,0.0002718086482
Zülfiye,F,0.0005993862838
Kezban,F,0.0009506448803
Devrim,U,0.0003571370787
Zekiye,F,0.001192664091
Yetkin,U,0.0001969403575
Şentürk,M,0.000162972585
Sedat,M,0.001217034394
Ufuk,U,0.0008383472728
Selvihan,U,0.0001857647788
Goncagül,F,0.0001545461991
Seyithan,M,0.000328511472
Tamam,F,0.0002167668724
Birol,M,0.0007210907228
Ergül,U,0.0004795000668
Fecri,M,0.0001295214453
Faika,F,0.0002412421731
Murathan,M,0.0001015458224
Sima,F,0.0001196456979
Müştak,M,0.0001094146152
Ömer,M,0.002338320036
Ünzile,F,0.0004526406393
Şefika,F,0.0007845942002
Refiye,F,0.0003725531654
Hekim,M,0.0001352741754
Zülfikar,M,0.0002811329192
Avniye,F,0.000141966197
Servinaz,F,0.0001191550094
Keziban,F,0.0012505831
Aytunç,M,0.0001017379623
Orçun,M,0.0002891125768
Seyit,M,0.0007003444498
Ogün,M,0.0002275359187
Nafize,F,0.0002123983262
Kumriye,F,0.0001124948401
Tolgahan,M,0.0001891506485
Sevda,F,0.001122880624
Bengü,U,0.0002217107279
Vedia,F,0.0001418285661
Şehriye,F,0.000349816504
Sayan,F,0.0001026932692
Kadim,M,0.0001409999598
Vasıf,M,0.0001385548903
Gündüz,U,0.0002681556748
Aslan,M,0.0005336098798
Sengül,F,0.001128406469
Ergin,M,0.0005401213289
Nesibe,F,0.0006097555489
Savaş,M,0.0008079794157
Ulaş,M,0.0003704504074
Güven,U,0.0005410967018
Veysi,M,0.0005987342806
Şadiye,F,0.001009052944
Orhun,M,0.0001349851277
Nasır,M,0.0002402687643
Veciha,F,0.0001086084384
İncilây,F,0.0001534683253
Müşerref,U,0.00063250372
Nazende,F,0.0001214279256
Mülâzım,M,0.0001353463409
Noyan,M,0.0001108333404
Selcan,F,0.0002722035365
İlker,M,0.0007992305838
Meral,U,0.001242019481
Lebibe,F,0.0001206210866
Hüseyin,M,0.003420560663
Rahman,M,0.0002225020834
Mercan,F,0.0004001036999
Serdal,M,0.000573732535
Bora,M,0.0004003720704
Edibe,F,0.0004575754842
Aygül,F,0.0005761612051
Hürmüz,F,0.0002057190716
İsa,M,0.001146937339
Diler,U,0.0001697231604
Yakup,M,0.001201164988
Leyli,F,0.0001773201288
Şeker,F,0.000278024453
Talip,M,0.0005612228661
Samime,F,0.0001509664797
Naşit,M,0.0001099487825
Fatih,M,0.001875544076
Özay,U,0.0003590730908
Süzen,F,0.0001286135735
Burhanettin,M,0.0003812837375
Vakkas,M,0.0002979940393
Seher,F,0.001197639793
Seyyide,F,0.0001322814981
Şerefnur,F,0.000116167361
Hamza,M,0.0008893937171
Devran,U,0.0001985698279
Vasfi,M,0.0002340932727
Aytül,F,0.0002872149585
Bilgin,U,0.0003817188616
Taşkın,M,0.0002822076035
Abdüsselâm,M,0.0001980774646
Kartal,M,0.0001188267581
Esmahan,F,0.0001172550158
Mehdi,M,0.0002309436099
Naz,F,0.000132059859
Bahattin,M,0.0007171801353
Mülâyim,M,0.0001713835041
Özkan,M,0.0009255274741
Cemil,M,0.001133164547
Saadet,F,0.001085760668
Arslan,U,0.0005052227445
Müveddet,F,0.0001490789176
Kimya,F,0.0001017379623
Nesime,F,0.0003335555795
Kadri,M,0.0005383648321
Erim,U,0.0001184151643
Gülendam,F,0.0002746676135
Işılay,F,0.0001492752895
Altan,U,0.0003894429023
Hamdi,M,0.0008463574927
Deste,F,0.0001328707282
Lâmi,M,0.0001031676056
Ceylân,F,0.0005905069688
Tuğçe,F,0.0005590612244
Seyhan,U,0.0007640258584
Gonca,F,0.0004900149909
Umur,M,0.0001523828273
Nafiye,F,0.0006218543288
İlhan,M,0.001117476009
Bakır,M,0.0001739846561
Gülbeyaz,F,0.0005328224255
Yetiş,M,0.0001678720004
Rakip,M,0.0001270091834
Mahperi,F,0.0001256176835
Gıyasettin,M,0.0002530169257
Cuma,M,0.0008865455737
Yaman,M,0.0001433352373
Sevgican,F,0.0001346954597
Gülsefa,F,0.0001397478387
Veda,F,0.0001106569945
Faize,F,0.0002454156673
Battal,M,0.000368123501
Neşat,U,0.0002376535162
Gülçiçek,F,0.0001572396081
Nurhan,U,0.0008127991877
Âtike,F,0.0004235996506
Fatma,F,0.004897839778
Didar,F,0.0001978801762
Hicret,U,0.0001725192587
Hidayet,U,0.0007411907079
Bilen,U,0.0001235010406
Lütfi,M,0.0007041266654
Münevver,F,0.001127055706
Raife,F,0.000354227004
Mahizer,F,0.0001343324964
Esma,F,0.001153787473
Öznur,U,0.0008311883789
Ramiye,F,0.0001199717086
Esra,F,0.001390136313
Sevi,F,0.000103639771
Sevde,F,0.0001696656174
Gülbeden,F,0.0001158306433
Emrullah,M,0.000597787613
Ajda,F,0.0001473660672
Huriye,F,0.001155208415
Nadir,M,0.0005613794355
Aliş,U,0.0001180848564
Nezahat,F,0.0008277862693
Tansu,U,0.000198225302
Özden,U,0.0005249387187
Kıvanç,U,0.0002519727551
Mecnun,M,0.0001376356592
Sehernaz,F,0.0001838095837
Ferdiye,F,9.960404048e-05
Safa,U,0.000248656923
Behiç,M,0.0001248379262
Senar,U,0.0001368530256
Gülsel,F,0.0001393279644
Şahhanım,F,0.000123105076
Miray,F,0.0002523986794
Ethem,M,0.0005294211814
Ural,M,0.0001375646946
Mukadder,U,0.0005255150536
Cevher,U,0.0002257695429
Düzgün,M,0.0001871264785
Ziynet,F,0.0002485783708
Sahra,F,0.0001149845353
Hakkı,M,0.00107952831
Yağmur,U,0.0004203600121
Elâ,F,0.0002406342541
Nurşah,F,0.0001224688698
Emir,U,0.0005757034296
Müslime,F,0.000213636009
Bilhan,U,0.0001052292874
Saip,M,0.0001151542542
Hanife,F,0.001740604071
Nadire,F,0.0005984895964
Yiğit,M,0.0003660753252
Zikri,M,0.0001779797223
Gülkız,F,0.000248421192
Şemdin,M,9.891541169e-05
Petek,F,0.0001414839033
Beyza,F,0.0002917351193
Anahanım,F,0.0001168378853
Aslı,F,0.0009006637078
Canip,M,0.0001971385864
Gülderen,F,0.0003917927299
Nasuh,M,0.000248813953
Enis,M,0.0003771897462
Ferruh,M,0.0002604338862
Şehnaz,F,0.0003317355848
Zarif,U,0.000221313989
Nurkan,U,0.0001190730314
Ayşehan,F,0.0001403057165
Sabit,M,0.00037534719
Gençağa,M,0.0001093253335
Muhlis,M,0.0003727365923
Radiye,F,0.0001816721903
Saver,F,0.0001200530729
Belgin,F,0.0006032673186
Yurdagül,F,0.0006074451312
Gülbahar,F,0.0007585746453
Mukaddes,F,0.000731456795
Birhan,U,0.000131095093
Zeynelabidin,M,0.0001535955265
Safire,F,0.0001166706155
Çelebi,M,0.0002440991144
Levent,M,0.001035181585
Maruf,M,0.0002032358348
Behice,F,0.0004983338171
Muhittin,M,0.0007493273378
Caize,F,0.000124210596
Galip,M,0.0005749736274
Adil,M,0.0008387082705
Yunus,M,0.001239422313
Ağgül,F,0.0001178365178
Esengül,F,0.000474484559
Taner,U,0.0008323388782
Dilek,U,0.001712860476
Oğuzhan,M,0.0005733579804
Mahinur,F,0.0002566190441
Verdî,F,0.000108428474
Feyzullah,M,0.0004607653877
Korkut,M,0.0001569910078
Hatip,M,0.0002169469862
Dede,M,0.0002900903934
İsmihan,F,0.0003679908487
Seren,U,0.0001924262279
Güllühan,F,0.0001004824861
Turgut,M,0.0008539725033
Halim,M,0.0005632375366
Özgül,F,0.000640892791
Nebi,M,0.0004223992568
Yasağul,F,0.0001113607027
Nimet,U,0.0009957266418
Züleyha,U,0.0007767264831
Özgün,U,0.0002681556748
Abidin,M,0.0005653486681
Abdullah,M,0.001987217215
Fadile,F,0.0003904445575
Allahverdi,M,0.0001258506686
Saffet,U,0.0004758613983
Nihayet,U,0.0002507295887
Seza,F,0.0001465687697
Lâmiye,F,0.0001130144496
Haşim,M,0.000557066508
Erdin,M,0.0001507075318
Betül,F,0.0008729599058
Şendoğan,U,0.0001563677778
Ümmet,M,0.0002549392822
Ertan,M,0.0006537899177
Bulut,M,0.0002040509872
Medeni,M,0.000335976591
Nurşen,F,0.0008266884952
Gülben,F,0.0001535319391
Azim,M,0.0001613467325
İlksen,F,0.0001338226938
Ceyhun,U,0.0004001769097
İlkan,M,0.0001220695571
Soner,M,0.0008545554627
Aydemir,M,0.0002072324277
Semra,F,0.001406053557
Seven,U,0.0001193187965
Zeliha,F,0.001601726058
Fadik,F,0.0003254654859
Ateş,M,0.0001238169006
Birten,F,0.0001384843969
Handan,F,0.0006712261957
Akın,U,0.0006089222427
Derman,U,0.0001298226583
Erşen,M,0.0002860225539
Tümer,M,0.0001228668847
Sahir,M,0.0001082482104
Faris,M,0.000195497187
Ayni,F,0.0002012562962
Abbas,M,0.0004827069178
Zeyni,U,0.0002111996284
Serpil,F,0.001372264005
Abit,M,0.0002437388203
Nasiye,F,0.0001190730314
Vehbiye,F,0.00016908911
Kemal,M,0.001885653583
Muzaffer,U,0.001268476283
Dinçer,M,0.0003490620161
Mücevher,F,0.000154356533
Fatoş,F,0.0003858660273
Münife,F,0.0001330910169
Birsan,U,0.0001023122168
Hilmi,M,0.0007837599028
Hafıza,F,0.0002335085607
Himmet,M,0.0004190105383
Remzi,M,0.0009634293435
Gülsüme,F,0.0002187846032
Gülce,F,0.0001276992474
Belkıs,F,0.0003517095245
Fevziye,F,0.0006025871061
Helin,F,0.0001042035454
Felek,U,0.0002601712953
Güllü,F,0.001101377887
Sadrettin,M,0.0002477520693
Hamit,M,0.0008312001267
Valide,F,0.000103639771
Nilhan,U,0.0001143031394
Gülsen,F,0.001359273141
Abdi,M,0.0003428239793
Bahtınur,F,0.0001073423517
Alime,F,0.0006602992952
Abdülhamit,M,0.0003462814964
Hasgül,U,0.0001604972139
Embiya,U,0.0001078867796
Emine,F,0.003921270566
Doğuş,M,0.0001505130286
Gülçin,F,0.0006842080443
Reis,M,0.00017240602
İbiş,M,0.000177485257
Alparslan,M,0.0003316472672
Zülfi,U,0.0002594572088
Hakan,M,0.001750795592
Erinç,U,0.0001055998142
Cumali,M,0.0005727615932
Yosma,F,0.0002789711308
Fevzi,M,0.0008785905609
Berk,M,0.0002702233244
Bihter,F,0.0001622519952
Cansu,U,0.0005259422488
Arzum,F,0.0001027883116
Safi,M,0.0001744890417
Sahip,M,0.0001089674755
Yurdal,M,0.000113100819
Güner,U,0.0006323338768
Çağrı,U,0.0004293694068
Aytün,U,0.0001082482104
Kara,M,0.0001054147136
Amine,F,0.000285304719
Yaver,M,0.0001262380215
Hacer,F,0.001695533523
Bedi,M,0.0001574258007
Hava,F,0.001235595356
Abdülkadir,M,0.001046682392
Naime,F,0.0008074958562
Abdülhakim,M,0.0002901577076
Binali,M,0.0003295205439
Bahadır,M,0.0005296977715
Mesut,U,0.00131119671
Alihan,M,0.0001687422602
Rauf,M,0.0002321244834
Özdemir,M,0.0002890788
Rüçhan,U,0.0001215886509
Gülen,F,0.000337079203
Bedriye,F,0.0009336787269
Muhlise,F,0.0002422922863
Melda,F,0.0002684104546
Bünyamin,M,0.0006321021989
Enes,M,0.0004642279329
Hüsniye,F,0.0007209146604
Süheylâ,F,0.0007390665888
Kanber,M,0.0002197198699
Nejat,M,0.0003374266477
Defne,F,0.0001198088141
Erkut,M,0.0002558568831
Gizem,F,0.0005747018365
Berrak,F,0.000164582377
Zülkif,M,0.000152510934
Özdal,U,0.0001081579659
Zümrüt,F,0.0003226329391
Necati,M,0.00110941654
Ebubekir,M,0.0003944752523
Boran,M,0.000100967209
Vicdan,U,0.0002396176282
Hulki,M,0.0001488822868
Miraç,U,0.00023047804
Kasım,M,0.0007656345238
Azat,M,0.0001125816083
Ahmed,M,0.0001563053182
Beytullah,M,0.000447433211
Mekin,M,0.0001147294861
Feray,U,0.0003427954949
Erbil,U,0.0002068551266
İnan,U,0.0002921364977
Tunç,M,0.0002393729956
Refik,M,0.0005859418735
Hilmiye,F,0.0003283033369
Ayşedudu,F,0.000164523036
Ekber,M,0.000289753588
Tursun,U,0.0001705839765
Başar,U,0.0002092487653
Aysun,U,0.001014399904
Lemiye,F,0.0001148145654
Nizami,M,0.0001109214082
Ensari,M,0.0001350574477
Sani,M,0.0001648195276
Aycan,U,0.0004433994339
Çeşminaz,F,0.0001916635367
Faruk,M,0.001240131171
Şakir,M,0.0007742206839
Cemre,U,0.0001333109417
Çağlar,U,0.0005009526332
Derviş,M,0.000444828588
Cihan,U,0.000953444928
Ferişte,F,0.0001108333404
Celile,F,0.0002697893466
Müfit,M,0.0002269343118
Sayım,M,0.0002678277446
Vildan,F,0.0006824646906
Cevat,M,0.0006448874453
Cem,M,0.0008631055506
Sadun,M,0.0001568665599
Mümtaz,M,0.0002790061312
Abide,F,0.0003042846733
Abdülhadi,M,0.0002089685838
Alper,M,0.0007667815043
Seden,F,0.0001314669947
Orkun,M,0.0002774971253
Narin,F,0.0003987836255
Mutia,F,0.0001136176572
Füruzan,F,0.0001262380215
Aysen,F,0.0006371183511
Birdal,U,0.0001289926299
Eşref,M,0.0006407861292
Gülsan,F,0.0002717008517
Yasa,U,0.0001567420132
Beyazıt,M,0.0001876996084
Atıla,M,0.0004503697983
Çetin,M,0.0009419149466
Celâlettin,M,0.0004746285947
Mecit,M,0.0004692282113
Attila,M,0.0001620110864
Şerafettin,M,0.0006974383277
Şekûre,F,0.0001784180967
Atıf,M,0.0002547093655
Makbule,F,0.001151220269
Ayvaz,M,0.0001813494086
Efendi,M,0.0002205626463
Egemen,U,0.000246447998
Deniz,U,0.001223723556
Sevin,U,0.0001970890479
Güldalı,F,0.0001600707639
Naim,M,0.0005075367539
Sadi,M,0.0004906323517
Gafur,M,0.0001493406894
Arife,F,0.00103894788
Basri,M,0.0005334085486
Tevfika,F,0.0001066121231
Oğur,U,0.0001113607027
Yücel,U,0.0008406503331
Taştan,M,0.0001025029201
Zerin,F,0.0001761044576
Maide,F,0.0001991590572
Safinaz,F,0.0003733648005
Sabiye,F,0.0001892538685
Okan,M,0.0007149710303
Gürbüz,U,0.000374252957
Selâmet,U,0.0002598332884
Öztürk,M,0.0002360870059
Ayça,F,0.0003864981597
Aydoğan,U,0.0002731346393
Nurcihan,U,0.0003051178925
Arzu,F,0.001374702551
Saynur,F,0.0002145482079
Cavidan,F,0.0002060984524
Meltem,F,0.000774725013
Sergül,F,0.0002294164128
Gülçimen,F,0.0001052292874
Feriha,F,0.0004366085703
Alaattin,M,0.0005773801653
Beste,F,0.0001721225971
Zeyneddin,M,9.999541346e-05
Doğa,U,0.0001209444681
Akay,U,0.0001228668847
Meliha,F,0.001106022702
Altun,F,0.0004646063968
Kamber,M,0.0002225459651
Zübeyde,F,0.00110746966
Ertaç,M,0.0001324290514
Şeref,U,0.000739370408
Afşin,M,0.0001064287832
Önal,U,0.0001309460366
Saliha,F,0.001116304476
Hayat,F,0.0003504857964
Münire,F,0.0005951683097
Akife,F,0.0001740968681
Hatem,U,0.0002562001361
Kâtip,M,0.0001148145654
Dicle,F,0.0001924262279
Burçak,U,0.0002190968024
Feride,F,0.001109108438
Altuğ,M,0.0002024173999
Ramazan,M,0.002365138762
Jülide,F,0.0002027548026
İhsan,U,0.001307744116
Abdüssamet,M,0.0001178365178
Nusret,U,0.0005938872108
Vehbi,M,0.0004127887168
Günseli,F,0.000184657614
Göksal,U,0.0002007705212
Gülenay,F,0.0001100375582
Sercan,U,0.0006265006428
Köçeri,F,0.0001302731721
Hatun,F,0.0009091453508
Ramiz,M,0.0002596829219
Bedrettin,M,0.0003483058939
İlayda,F,0.0001162513881
Hasbi,M,0.000223071872
Rahile,F,0.0001889957128
Erdem,U,0.0008199876365
Zihni,M,0.0003038029304
Üzeyir,M,0.000491030237
Mevlit,M,0.0001361376364
Muhteşem,U,0.0001252284118
Heybet,U,0.0002105049671
Fazilet,F,0.0004721326492
Ebru,F,0.001180079274
Saniye,F,0.001222589939
Veysiye,F,0.0001195640563
Atıfe,F,0.0001436754591
Harbiye,F,0.0001839158014
Berrin,F,0.0005665047134
Gülgez,F,0.0001341142468
Sevgili,F,0.0001413458028
Akan,M,0.0001656468807
Sakın,M,0.0001745449946
Muhsine,F,0.000370160344
Esmer,F,0.0003901193016
Veysel,M,0.001005174642
Sedef,F,0.0004452454744
Fadim,F,0.0002571132372
Fikri,M,0.0006274195514
Sevcan,U,0.0006096914889
Nurdane,F,0.0003426815336
Haydar,M,0.0009491234528
Neval,F,0.0002829678065
Ferit,M,0.0006294550441
Derya,U,0.001394358528
Sebati,M,0.0001053220413
Erden,U,0.0001878556131
Nevin,F,0.0009554297178
Ersun,M,0.0001590303388
Tahir,M,0.0008452145225
Kerime,F,0.0005151940114
Mahfuz,M,0.0002187846032
Kubilay,M,0.0003651940191
İlknur,F,0.001094262164
Yaser,M,0.0001200530729
Baha,M,0.0001575498069
Haşmet,M,0.0001519336034
Sulbiye,F,0.0002695358702
Esin,U,0.0006698427482
Abdülcebbar,M,0.0001786915346
Salih,M,0.001750427451
Kaplan,M,0.0001246813896
Salman,M,0.0002959884296
Gençer,M,0.000143267096
Hicabi,M,0.0002029473523
Tijen,F,0.0001787461719
Tülin,F,0.0005686208875
Maya,F,0.0001338956416
Hüdayi,M,0.0001603754867
Ekin,U,0.0001923247105
Ertuğrul,M,0.0006598998893
Pınar,F,0.001247823782
Nermin,F,0.001135978884
Begüm,F,0.0003232376874
Selva,F,0.0002283926081
Berin,U,0.0001746568466
Sevil,F,0.0008478560226
Ceyhan,U,0.0003862707112
Eyüp,M,0.0009129716784
Elmas,F,0.0009741336586
Kadriye,F,0.001534855036
Dindar,U,0.0001426523595
Naşide,F,0.000225119845
Şemsettin,M,0.0005195914099
Bedirhan,M,0.0002174415297
Bülent,M,0.001388674491
Nurkadın,F,0.0001120599918
Şahap,M,0.0001913576091
Hüsnügül,F,0.0001175876548
Aybike,F,0.0001282333966
Nevruz,U,0.0002118920124
Nizamettin,M,0.000592191257
Tanzer,U,0.0001229463331
Döndü,U,0.001307669446
Sarp,M,0.0001087881051
Dilşat,F,0.0001313926986
Özgür,U,0.001144303569
Sebahat,F,0.0009428164347
Nafia,F,0.0002867726441
Nami,M,0.0001906930822
Zernişan,F,0.0001559300347
Medet,M,0.0002458529516
Ferzan,U,0.0001171717085
İlke,U,0.0001777051892
Sermet,U,0.0001603754867
Zaim,M,0.0001087881051
Çakır,U,0.0002275788297
Kadire,F,0.0001573016968
Semiha,F,0.0009127256477
Gökçen,U,0.0003216022572
Şerif,M,0.0008963383234
Gülaçtı,F,0.0001050435339
Fatmagül,F,0.00026891929
Gül,F,0.001046374482
Türker,U,0.0003182448293
Namiye,F,0.0001416218691
Sevtap,F,0.000335540352
Zülfüye,F,0.0001418285661
Ganimet,F,0.0002140013551
Nazım,M,0.0007326306268
Zade,F,0.0001153237234
Mutlu,U,0.0005833698162
Musa,M,0.001369100953
Fecriye,F,0.0001674643314
Münteha,F,0.0001266241895
Yeşim,F,0.0007585231536
Şinasi,M,0.0003978275142
Zülfü,U,0.0003505415131
Aykan,U,0.0001647602719
Ubeydullah,M,0.0001601317548
Selvi,U,0.0005602476736
Tayyibe,F,0.000230562759
Huriser,F,0.0001266241895
Yayla,U,0.0001636900026
Bahriye,F,0.0006844220845
Nasıf,M,0.0001559300347
Müslim,M,0.0002351753096
Rüveyda,F,0.0002381870625
Erhan,M,0.001116531884
Mahbup,F,0.0002022243456
Asime,F,0.0001716112563
Sıdıka,F,0.0007336694985
Kibar,U,0.0004408595811
Asude,F,0.0001534683253
Suat,U,0.0009231188379
Nuran,F,0.001148273219
Gevher,F,0.000143879206
Gürdal,M,0.0001576117734
Güldem,F,0.0001454317829
Ruhan,U,0.0002099940883
Fıtnat,F,0.0002225898381
Rengin,F,0.0001723493727
Selami,M,0.0007430722562
Tuna,U,0.0003593721032
Bircan,U,0.0005654350218
Satı,U,0.00096647528
Enbiya,U,0.0001114483538
Mert,M,0.000547840047
Miyase,F,0.0005370391438
Coşkun,M,0.0007488450235
Habibe,F,0.0009464757038
Hürmet,U,0.0001506427253
Candan,U,0.0003136085978
Zahir,M,0.0002547860275
Simay,F,0.0001160832732
Davut,M,0.0008780569228
Mesture,F,0.0001025981388
Bekir,M,0.001401483411
Feruze,F,0.0001657058193
Baran,U,0.0002883685731
